Entry	CAZy
Q9KEF3	GH11;
Q9L3K3	CBM22;GH11;
Q9L7Q9	GH11;
Q9L8L8	CBM22;CBM3;GH10;
Q9P955	GH10;
Q9P973	GH10;
Q9R6T4	CBM22;CBM9;GH10;
Q9RBZ5	GH10;
Q9RC94	CBM36;GH11;
Q9RJ91	CBM2;GH10;
Q9RKN6	CBM2;GH11;
Q9RMH9	CBM2;GH11;
Q9RMM4	CBM2;GH11;
Q9RMM5	CBM13;GH10;
Q9RQB7	CBM22;CBM5;CBM9;GH10;
Q9RQB8	CBM2;GH11;
Q9UUQ2	GH11;
Q9UVP5	CBM1;GH10;
Q9UVY9	GH11;
Q9UVZ3	GH11;
Q9UVZ4	GH11;
Q9UW04	GH11;
Q9UW17	GH11;
Q9WWJ9	CBM22;CBM9;GH10;
Q9WXS5	GH10;
Q9X3P5	CBM22;CBM3;CBM6;GH10;GH43;
Q9X584	CBM13;GH10;
Q9XDV5	CBM22;CBM9;GH10;
Q9XXV4	GH11;
Q9Y7F2	GH11;
Q9Z485	CBM22;CBM9;GH10;
R0CX88	
R0I618	
R0ICV4	
R0J3E9	
R0JW69	
R0JWH8	
R0JX99	
R0K182	
R0K9J6	
R0KGL9	
R1FM39	
R1FWZ0	
R1G1I7	
R1G6Y8	
R1GC39	
R1GCT8	
R1GF48	
R1GJW3	
R1GMG1	
R1I386	
R1I729	
R4P586	
R4UP48	
R4X8D1	
R6D7D2	
R7SW35	
R7SWG7	
R7SX35	
R7ZTE8	
R8BCE5	
R8BF43	
R8BIZ5	
R8BMK2	
R8BQL1	
R8BSP6	
R8BVH3	
R9GV45	
R9GWL2	
R9HIU3	
R9I762	
R9L5U0	
R9L6N9	
R9L8D8	
R9NY51	
R9P3I4	
R9PH24	
R9PKF2	
R9PNZ4	
R9PT85	
R9WPR8	
R9WPS6	
R9WPT3	
R9WPT9	
R9WPU7	
R9WQF0	
R9WQF4	
R9WQG0	
R9WQG6	
R9WQH2	
R9WQX6	
R9WQY3	
R9WQY9	
R9WQZ7	
R9WR02	
R9WRY9	
R9WRZ4	
R9WRZ8	
R9WS02	
R9WT84	
R9WT88	
R9WT92	
R9WT98	
R9WTA5	
R9ZPN4	
S0ART0	
S0ART6	
S0ARU1	
S0ASH6	
S0ASH9	
S0ASI4	
S0ASI8	
S0ASZ6	
S0ASZ8	
S0AT02	
S0AT05	
S0AU60	
S0AU63	
S0AU67	
S0AU68	
S0AU70	
S0AU72	
S0AU73	
S0DFN2	
S0DGD2	
S0E280	
S0E4K7	
S0E6V4	
S0EEZ5	
S0EIV4	
S0EK11	
S0ETI5	
S0FI87	
S0FJC9	
S0FJT1	
S0FMH3	
S0FMR7	
S3C9H7	
S3CHZ1	
S3D199	
S3D2G3	
S3D567	
S3D6G4	
S3D829	
S3D920	
S3DEM3	
S3DSG8	
S3DYG5	
S3E0R3	
S4MGR3	
S4MHJ1	
S4N004	
S4S3F1	
S4WDQ5	
S4WHX1	
S4XTH7	
S4XW90	
S4XZI3	
S4Y5V8	
S4Y7R5	
S4YBM3	
S4YBS3	
S4YDW0	
S4YE52	
S4YGU7	
S5AIK1	
S5AIL6	
S5RSV2	
S5VLT8	
S5WCP8	
S6A2D2	
S6CLW5	
S6CLW6	
S6CLW7	
S6CLW8	
S6CLW9	
S6CMB8	
S6CMB9	
S6CMC0	
S6CMC1	
S6CMC2	
S6CMS3	
S6CMS4	
S6CMS5	
S6CMS6	
S6CMS7	
S6CMW2	
S6CMW5	
S6CMW7	
S6CMX0	
S6CNM7	
S6CNM8	
S6CNN0	
S6CNN2	
S6CNN3	
S6D107	
S7PZI8	
S7Q6I2	
S7RF99	
S7RJS2	
S7ZA57	
S7ZAV8	
S7ZJ07	
S7ZVQ9	
S8A5I6	
S8A8I5	
S8A8W3	
S8ACB6	
S8ACW0	
S8AF15	
S8AFV2	
S8AJR6	
S8AMN0	
S8AP92	
S8ARW4	
S8AS02	
S8ATR1	
S8BDN2	
S8EDU8	
S8EHI0	
S8FN58	
S9PGI3	
S9PLG5	
S9QGF2	
T0G9R6	
T0JLP7	
T0K1I6	
T0KW32	
T0L8D6	
T0LE84	
T0LYP0	
T0M243	
T0MBU2	
T0R2P3	
T0TBU6	
T0WMZ5	
T2ARR0	
T2D184	
T2D2H3	
T2D381	
T2HRP0	
T2M1V1	
U2F8U3	
U2LKX6	
U2LY59	
U2QFA4	
U2WT28	
U2YBR6	
U3AGE0	
U3MZ77	
U3MZH8	
U3N115	
U3PUB8	
U4LKG9	
U4LUU9	
U4MY66	
U4N490	
U4Q6H3	
U4R050	
U4R319	
U4R4E5	
U4R537	
U4R5Y8	
U4R6J1	
U5HTS3	
U5HU68	
U5MM60	
U5MR46	
U5VWL5	
U5VYB1	
U5VYB6	
U5VYF0	
U5VZU1	
U5W1M5	
U5YDW5	
U6C0N2	
U6C0R0	
U6C0R7	
U6C393	
U6C3R6	
U6NJ83	
U7D6W1	
U7PKR6	
U7PQP8	
U7PYD1	
U7Q1U4	
U7Q3B8	
V2WP45	
V2WRQ3	
V2X487	
V2X962	
V2XCP4	
V2XKL7	
V2XN45	
V2XS45	
V2Y6H5	
V4IV81	
V4PCW0	
V4QLH9	
V5EVH9	
V5EZ11	
V5FWP5	
V5JB86	
V5LY57	
V5R355	
V6KE39	
V6KGY3	
V9D7P6	
V9DEM1	
V9E2U6	
V9E387	
V9E7R2	
V9FRL1	
V9IR94	
V9IRA7	
V9IRJ3	
V9NCQ7	
V9XY37	
V9XYV2	
V9XZ28	
V9Y0U5	
W0ACI3	
W0ETY2	
W0FGS5	
W0FHI7	
W0FIJ5	
W0FJN9	
W0FKE7	
W0FL81	
W0FLH6	
W0FLS5	
W0FM23	
W0FM95	
W0FN15	
W0FNB9	
W0FNE8	
W0FPS0	
W0FQ73	
W0FQJ2	
W0FQL9	
W0FQY3	
W0FRC5	
W0FSQ4	
W0FSS4	
W0FSX1	
W0FSY7	
W0FU09	
W0MQI3	
W0NTU5	
W0RNH2	
W0RR43	
W0SM85	
W0SQ87	
W0T2D9	
W2FSU1	
W2FZJ6	
W2HHR5	
W2HYZ9	
W2I1D8	
W2JP42	
W2KA80	
W2LSN3	
W2MBA3	
W2MG57	
W2NYY2	
W2PKI0	
W2PKT1	
W2QNF9	
W2RLY5	
W2RX02	
W2RZE5	
W2S2J1	
W2S6Z5	
W2VZW2	
W2W0X0	
W2W5Q3	
W2XMQ7	
W2Y8T2	
W2YNT1	
W2YS35	
W2ZXF6	
W3VLD6	
W3VLZ1	
W3VMB4	
W3WIV3	
W3WMA4	
W3WMG6	
W3X1B8	
W3X6J2	
W3XFT6	
W3XH39	
W3XMK0	
W3XQL5	
W4JP58	
W4KDN1	
W4Q6N8	
W4Q855	
W4QBI7	
W4QH94	
W4QJ70	
W4QQV6	
W4QUM4	
W4QW60	
W4R0K1	
W4R105	
W4S3Y1	
W4S573	
W4SBH3	
W4SC10	
W4UMU7	
W4URT8	
W4USK6	
W4V5A0	
W4V7D4	
W4VB73	
W4VLA4	
W5VXL4	
W6PIY1	
W6Q905	
W6QH30	
W6QUB1	
W6RZ41	
W6XPE7	
W6XS43	
W6XXM8	
W6Y441	
W6YIT3	
W6YK15	
W6YL21	
W6YPI3	
W6YRE8	
W6YRM9	
W6YT31	
W6YY01	
W6Z204	
W6Z441	
W6Z4R8	
W6Z5R5	
W6Z9F0	
W6ZFX0	
W6ZPU8	
W6ZRB9	
W7A3J4	
W7DXR0	
W7E0I7	
W7E1E0	
W7E3J5	
W7E6M1	
W7E9F2	
W7EE51	
W7EIR8	
W7EMB4	
W7EN87	
W7F2A8	
W7HL92	
W7I694	
W7I9P9	
W7LQX2	
W7MHE4	
W7MHJ6	
W7MN60	
W7MPQ5	
W7MUY6	
W7N273	
W7N504	
W7UCL8	
W7UHT4	
W7UI39	
W7UI85	
W7UJ06	
W7UKY5	
W7UMG4	
W7UQQ3	
W7UUT6	
W7UW49	
W7UX15	
W7V116	
W7V2I6	
W7XZD0	
W7YFG0	
W8DXL0	
W8E7J6	
W8F2A5	
W8F2B0	
W8GGR4	
W8GKK9	
W8VJT8	
W8VKG2	
W8VR85	
W8VTF5	
W8VY26	
W9C6Q0	
W9C719	
W9CHH2	
W9CKJ1	
W9E9X1	
W9HJQ3	
W9HM04	
W9HNG8	
W9HNY8	
W9HP85	
W9I8G0	
W9IB98	
W9J7Z6	
W9JG44	
W9JHH1	
W9JJS2	
W9K4A1	
W9K847	
W9KW33	
W9NF24	
W9NNB8	
W9NTZ1	
W9NU73	
W9NZU4	
W9P9G1	
W9PEC5	
W9PGR5	
W9PMG4	
W9WG96	
W9WKQ3	
W9WRM0	
W9YF95	
W9Z4X8	
W9Z9K9	
W9ZC64	
W9ZHU2	
W9ZW16	
W9ZWL9	
W9ZZF5	
X0A550	
X0AJE9	
X0AKQ1	
X0BHF5	
X0BK83	
X0C0Q4	
X0C1X0	
X0CBF3	
X0CCB2	
X0CLN4	
X0GYM6	
X0H801	
X0HPB1	
X0HRJ2	
X0IDZ8	
X0IIH0	
X0IJ36	
X0IJK3	
X0IQ75	
X0JBG0	
X0JHX4	
X0JMC8	
X0JN11	
X0K1K4	
X0K9B0	
X0KCF6	
X0KL24	
X0KNG7	
X0KUA7	
X0KW96	
X0L279	
X0L8F9	
X0L8T1	
X0LAE3	
X0LIA5	
X0M5X0	
X0MJK0	
X2C5R3	
X5D7Y3	
X5DCX0	
X8JBB5	
X8JHI0	
X8JHK9	
X8JIM8	
X8JIW4	
X8JLA5	
X8JSP8	
X8JSX6	
X8JV27	
Z9JQQ5	
A0A021VU77	
A0A023ZY33	
A0A024F8G1	
A0A045H1H3	
A0A059FRP3	
A0A059G2R2	
A0A060BQ07	
A0A060BTZ1	
A0A060BUX7	
A0A060C0T8	
A0A060C2G0	
A0A060C4F3	
A0A060C900	
A0A060CF78	
A0A061KIZ3	
A0A062TPJ3	
A0A066TZU6	
A0A067M7N3	
A0A068NQI6	
A0A072V240	
A0A074L5L0	
A0A074RCL6	
A0A074RW09	
A0A074S4E7	
A0A074W3W3	
A0A074X470	
A0A075R022	
A0A075R5M7	
A0A075R709	
A0A075R895	
A0A075RA96	
A0A075RBE2	
A0A076U7B4	
A0A078KLU8	
A0A078KUU8	
A0A081D943	
A0A081RJU5	
A0A084GBE4	
A0A085K291	
A0A085K9C9	
A0A086A3X8	
A0A086P8T1	
A0A086T6L4	
A0A086ZEL0	
A0A086ZH73	
A0A086ZJ71	
A0A086ZKS5	
A0A086ZLI5	
A0A086ZLS3	
A0A087A6Y5	
A0A087ADF2	
A0A087AH28	
A0A087AH71	
A0A087AJR2	
A0A087AM70	
A0A087APQ4	
A0A087AZP0	
A0A087B3E2	
A0A087B823	
A0A087BC15	
A0A087BJM0	
A0A087BTD6	
A0A087CHZ4	
A0A087CK29	
A0A087CM33	
A0A087CQN7	
A0A087D235	
A0A087D3I0	
A0A087D7J1	
A0A087D8J5	
A0A087DFY0	
A0A087DM67	
A0A087E2G1	
A0A087E8Q9	
A0A087EDR3	
A0A087EI74	
A0A087LZA5	
A0A087RXI1	
A0A087VSV0	
A0A089QJN7	
A0A090Q3P9	
A0A090QF90	
A0A090QFT4	
A0A090RTI4	
A0A090T5C0	
A0A090T8U1	
A0A090VAR4	
A0A090VCY2	
A0A090VEZ7	
A0A090VL17	
A0A090VZS8	
A0A090W529	
A0A090WKF3	
A0A090WSZ0	
A0A090WT98	
A0A090WTA9	
A0A090WXM1	
A0A0A0B3K2	
A0A0A0BKI4	
A0A0A0BX87	
A0A0A0C1G3	
A0A0A1CL47	
A0A0A1CR41	
A0A0A1VV04	
A0A0A1W345	
A0A0B0IH72	
A0A0B2SL80	
A0A0C3AN49	
A0A0C3PP59	
A0A0C3Q4Q9	
A0A0C3QCT7	
A0A0C3QLM7	
A0A0C3QVM4	
A0A0C5V886	
A0A0C5VSM7	
A0A0C5VW55	
A0A0C5VX06	
A0A0C5WPP0	
A0A0C7G6B9	
A0A0C7IB84	
A0A0C7NZA2	
A0A0C7QQ59	
A0A0C7QVU9	
A0A0C7R232	
A0A0C7R404	
A0A0C9NA54	
A0A0C9VCV5	
A0A0D0G6Q4	
A0A0D3IRW2	
A0A0D7ATG0	
A0A0D8JEB5	
A0A0D8ZZT1	
A0A0E1IDF8	
A0A0E9LUD4	
A0A0E9M0W6	
A0A0F0GXZ8	
A0A0F5JU84	
A0A0F5L7D2	
A0A0F9D8N2	
A0A0F9DD38	
A0A0F9JK79	
A0A0F9K5R7	
A0A0F9SLW4	
A0A0F9TPD9	
A0A0F9U8K9	
A0A0F9XPX7	
A0A0G0T5F5	
A0A0G1CB23	
A0A0G1DCA3	
A0A0G1DCI2	
A0A0G1FTX3	
A0A0G4ES82	
A0A0G4GG59	
A0A0G4GG62	
A0A0G4H1F2	
A0A0G9F9P0	
A0A0G9FTN6	
A0A0H1YRM0	
A0A0H3C7K9	
A0A0H3CBZ5	
A0A0H3E7Q2	
A0A0H3EDM2	
A0A0H4VHK5	
A0A0H5Q2Q6	
A0A0H5SIJ4	
A0A0H5SUF5	
A0A0J1BE74	
A0A0J8GLJ3	
A0A0J8GLK3	
A0A0J9FQK5	
A0A0K8J2W6	
A0A0K8J318	
A0A0L6JKB2	
A0A0L6Y6G6	
A0A0L8V8X1	
A0A0M2H7L0	
A0A0M2NJC3	
A0A0M3AW69	
A0A0M3QH09	
A0A0M4DQC9	
A0A0M4HBU7	
A0A0M4M662	
A0A0M7AW22	
A0A0M9VMA0	
A0A0N0IYK0	
A0A0N7HX53	
A0A0N8GR80	
A0A0N8R735	
A0A0P0AJ93	
A0A0P0EIN3	
A0A0P0G214	
A0A0P0G5J0	
A0A0P0GTE0	
A0A0P0M2F8	
A0A0P0M564	
A0A0P0P4I3	
A0A0P6XEZ5	
A0A0P9KCH3	
A0A0P9S482	
A0A0P9Z5N0	
A0A0Q0FXG3	
A0A0Q0Z9P4	
A0A0Q3HQA7	
A0A0Q3PIB9	
A0A0R2HR57	
A0A0R3D1Q0	
A0A0R3DXG7	
A0A0R3JSH1	
A0A0R3KYF0	
A0A0R3L4M1	
A0A0R3MWU8	
A0A0R3NJH4	
A0A0S2I253	
A0A0S2W712	
A0A0U0ZJP9	
A0A0U4NI84	
A0A0U4WBX6	
A0A0U4WDE0	
A0A0U4WIV9	
A0A0U4WLH7	
A0A0U4WMT6	
A0A0U4WTQ9	
A0A0U5AVY0	
A0A0U5B664	
A0A0U5B8C9	
A0A0U5B9R3	
A0A0U5BFE1	
A0A0U5BFP2	
A0A0U5BG20	
A0A0U5BGI9	
A0A0U5C5E2	
A0A0U5FL91	
A0A0V8BRX0	
A0A0W8G1J6	
A0A0W8G1R7	
A0A0W8G1X5	
A0A0W8ILA3	
A0A0X1U8K8	
A0A0X8HB65	
A0A0X8VAM1	
A0A0X8VB88	
A0A0X8X0K5	
A0A100JMP4	
A0A100JMP7	
A0A100JMS3	
A0A100JNH2	
A0A101H175	
A0A101JIV1	
A0A101QP95	
A0A109IL34	
A0A109JXD3	
A0A110B1M5	
A0A110BFH4	
A0A116MJB3	
A0A117ED20	
A0A117ZYU4	
A0A120A1A0	
A0A120AG39	
A0A120AHG3	
A0A136A341	
A0A136WAY2	
A0A136WCD0	
A0A136WCH7	
A0A136WIQ2	
A0A139K5X5	
A0A139KIF2	
A0A139LCA8	
A0A140L152	
A0A140L3S8	
A0A140L3S9	
A0A140L6B4	
A0A140UHL2	
A0A143PVL1	
A0A143QQC3	
A0A143QQN8	
A0A146G420	
A0A147DSF7	
A0A147I3Q7	
A0A147IP89	
A0A147IYT4	
A0A150PJT7	
A0A150QEE9	
A0A150RCL0	
A0A150TCJ0	
A0A150TE57	
A0A151AUK9	
A0A151AZ48	
A0A151B189	
A0A154MPQ9	
A0A154NBC6	
A0A154V0M0	
A0A154V2E4	
A0A160TPH0	
A0A160U2E6	
A0A161PST6	
A0A162MIA2	
A0A163D709	
A0A163MFX6	
A0A163PZR0	
A0A163SUK6	
A0A163X744	
A0A165P3G9	
A0A167U7W8	
A0A171DMX9	
A0A173S0D7	
A0A173TFY1	
A0A173TWV5	
A0A173U0B5	
A0A173UEI7	
A0A173VS02	
A0A173VW74	
A0A173XMX7	
A0A174AG73	
A0A174APP0	
A0A174BLH1	
A0A174BP25	
A0A174CRY3	
A0A174CZ50	
A0A174D2Y5	
A0A174EEK5	
A0A174ELH3	
A0A174FZS9	
A0A174G9Q6	
A0A174HG60	
A0A174HYP7	
A0A174IJU3	
A0A174JYZ3	
A0A174KQB6	
A0A174LC94	
A0A174LM10	
A0A174LSS8	
A0A174LTB1	
A0A174MC08	
A0A174MC91	
A0A174NPY0	
A0A174NQF6	
A0A174P993	
A0A174RT13	
A0A174TAM1	
A0A174THY9	
A0A174USJ5	
A0A174V3C2	
A0A174WIT8	
A0A174YJE9	
A0A174YVK2	
A0A174YVL0	
A0A174ZD88	
A0A174ZWF2	
A0A175A114	
A0A175R577	
A0A175R862	
A0A175RSR2	
A0A175RUV3	
A0A176X8J6	
A0A176YI52	
A0A177E2D6	
A0A177HFE9	
A0A177HGZ4	
A0A177HJV3	
A0A177HRB6	
A0A177HRM1	
A0A177HUP0	
A0A177JSQ8	
A0A178IBN6	
A0A179DFS5	
A0A190U0P6	
A0A191V6H4	
A0A192CBT4	
A0A192CC56	
A0A192CEU2	
A0A192YJA9	
A0A199XVG1	
A0A1A6APW1	
A0A1A7R402	
A0A1B1BPN3	
A0A1B1M551	
A0A1B1M5S1	
A0A1B1UNX6	
A0A1B1XXC5	
A0A1B1Y7Y1	
A0A1B1YAZ0	
A0A1B1YBM1	
A0A1B1YIA1	
A0A1B1YIW5	
A0A1B2I086	
A0A1B2I088	
A0A1B7K815	
A0A1B7Y0M0	
A0A1B8AIV1	
A0A1B8R5C8	
A0A1B8ZVZ2	
A0A1B9NAI3	
A0A1B9UUF9	
A0A1C0AH74	
A0A1C0AL49	
A0A1C3WR87	
A0A1C4WKI3	
A0A1C5AYY9	
A0A1C5K329	
A0A1C6UAP8	
A0A1C6UQJ8	
A0A1C7GWN0	
A0A1D7U9Z3	
A0A1D8ATQ1	
A0A1D8PC44	
A0A1D8TQG0	
A0A1D9FYI6	
A0A1E3ADE5	
A0A1E3AL77	
A0A1E3ATZ6	
A0A1E3AW30	
A0A1E3KUU9	
A0A1E3L4H1	
A0A1E3L6L6	
A0A1E3L8F5	
A0A1E3UDG0	
A0A1E7XG48	
A0A1F6BAR8	
A0A1F7F8X5	
A0A1F7Y0T6	
A0A1F8AZ84	
A0A1F8B767	
A0A1G1TH66	
A0A1G4G3Q8	
A0A1G5YUZ4	
A0A1G6G0R7	
A0A1G6QR34	
A0A1G6VPP7	
A0A1G7A372	
A0A1G7ID61	
A0A1G7NX81	
A0A1G7YNB2	
A0A1G8CSL4	
A0A1G8FH42	
A0A1G9CTV6	
A0A1G9CV87	
A0A1G9HLN1	
A0A1G9YL94	
A0A1G9ZNI1	
A0A1H0ABU8	
A0A1H1I089	
A0A1H1VGI2	
A0A1H1VKN8	
A0A1H2M1K4	
A0A1H2W4L9	
A0A1H2XHN3	
A0A1H3X0B5	
A0A1H3XQB4	
A0A1H5LLF8	
A0A1H6F2L2	
A0A1H6F7Q4	
A0A1H6HED2	
A0A1H6NNB3	
A0A1H6SYQ5	
A0A1H7HHW4	
A0A1H7K9W0	
A0A1H7RA33	
A0A1H7REF5	
A0A1H7YGY4	
A0A1H7ZIE3	
A0A1H8SEL3	
A0A1H8UPC1	
A0A1H9DKC8	
A0A1H9H257	
A0A1H9HAD2	
A0A1H9IGC3	
A0A1H9JHY9	
A0A1H9JJ03	
A0A1H9VU11	
A0A1I0KNA7	
A0A1I0L3G7	
A0A1I0MCM4	
A0A1I0SYZ9	
A0A1I1AHA2	
A0A1I1ET52	
A0A1I1HHL9	
A0A1I1LCF4	
A0A1I1UDY0	
A0A1I2DZF1	
A0A1I2FZ14	
A0A1I2J1G0	
A0A1I2KVM8	
A0A1I2RXG1	
A0A1I2XLT0	
A0A1I3BWJ8	
A0A1I3GWM6	
A0A1I3HXC4	
A0A1I3I063	
A0A1I3JP04	
A0A1I3JT70	
A0A1I4HQU0	
A0A1I4NZE6	
A0A1I5I2Q3	
A0A1I5K2E4	
A0A1I5UKF1	
A0A1I5V360	
A0A1I6JVC2	
A0A1I6KKT2	
A0A1I6L820	
A0A1I6MSL5	
A0A1I7DQF0	
A0A1I7DQK6	
A0A1J4N103	
A0A1J5JFK8	
A0A1J5JLJ7	
A0A1J5JMB6	
A0A1J5JRM8	
A0A1J5JX06	
A0A1J5N5Y9	
A0A1J5NCG0	
A0A1J5NHI8	
A0A1J5NI09	
A0A1J5RSK8	
A0A1J5RZK6	
A0A1J5SQZ2	
A0A1J5SY01	
A0A1K1RIS6	
A0A1K2IS08	
A0A1L3JB05	
A0A1L3LMA0	
A0A1L5BM31	
A0A1L6ZL66	
A0A1L7ABK6	
A0A1L7I0F4	
A0A1L7I159	
A0A1L7RI44	
A0A1L9CRS0	
A0A1M4E344	
A0A1M4E5M8	
A0A1M4E5N2	
A0A1M4EBG7	
A0A1M4EBW7	
A0A1M4EFX8	
A0A1M4EG19	
A0A1M4EH22	
A0A1M4EKT6	
A0A1M4RWI4	
A0A1M5DWY7	
A0A1M5FVH1	
A0A1M5JLC2	
A0A1M5KLF6	
A0A1M5TPQ7	
A0A1M5YDL0	
A0A1M5Z3E9	
A0A1M6BLT7	
A0A1M6GX02	
A0A1M6II03	
A0A1M6N4J4	
A0A1M6P9X7	
A0A1M6TT79	
A0A1M6U944	
A0A1M6X7F5	
A0A1M6XVH5	
A0A1M7E092	
A0A1M7KLM2	
A0A1M7LD30	
A0A1M7N561	
A0A1M7QD54	
A0A1M7QRM0	
A0A1M7R022	
A0A1N6YTA6	
A0A1N7KPR5	
A0A1N7MSM7	
A0A1N7MTL0	
A0A1P7ZMZ1	
A0A1P7ZMZ5	
A0A1P7ZMZ7	
A0A1P7ZN11	
A0A1P7ZN13	
A0A1P7ZN14	
A0A1P7ZN21	
A0A1P7ZN22	
A0A1P7ZN25	
A0A1P7ZN26	
A0A1P7ZN27	
A0A1P7ZN30	
A0A1P7ZN32	
A0A1P7ZN36	
A0A1P7ZN44	
A0A1P7ZN45	
A0A1P7ZN47	
A0A1P8K064	
A0A1P8TRV0	
A0A1P8WH64	
A0A1Q2CIE5	
A0A1Q2CML3	
A0A1Q2CP93	
A0A1Q2HS83	
A0A1R1SAL4	
A0A1R3U8B3	
A0A1S1V5L2	
A0A1S1V662	
A0A1S1V8G2	
A0A1S1V9L1	
A0A1S1VAF2	
A0A1S1YTJ0	
A0A1S1YTL3	
A0A1S8N4K5	
A0A1S8SEL3	
A0A1S8TAJ7	
A0A1T4NTW7	
A0A1T4SVE3	
A0A1T4T8Z7	
A0A1T5AAA8	
A0A1T5CUA0	
A0A1T5DH73	
A0A1T5H7X4	
A0A1T5LLD4	
A0A1T5MNV3	
A0A1T5N5K4	
A0A1T8NGT2	
A0A1U7N0A2	
A0A1U9NQM4	
A0A1V4IHN5	
A0A1V4IVF0	
A0A1V4IYB6	
A0A1V4J1M3	
A0A1V4SFH6	
A0A1V4SFK4	
A0A1V4SGA4	
A0A1V4SHU3	
A0A1V4SIJ4	
A0A1V4SLC0	
A0A1V4SME9	
A0A1V4SNN5	
A0A1V4SP40	
A0A1V4SQB0	
A0A1V4SSM5	
A0A1V5MAE6	
A0A1V5MKK0	
A0A1V9G0H4	
A0A1W1C001	
A0A1W1CA62	
A0A1W1V0E9	
A0A1W1V156	
A0A1W2EJG0	
A0A1W5YNV7	
A0A1W5YNX2	
A0A1W5YNX4	
A0A1W5YNX6	
A0A1X0WBH3	
A0A1X6ZHV0	
A0A1X6ZYJ7	
A0A1X7ARC7	
A0A1X7E844	
A0A1X7NM86	
A0A1X9MF63	
A0A1X9NIL8	
A0A1Y0VP11	
A0A1Y1T6J3	
A0A1Y1V226	
A0A1Y1VGZ7	
A0A1Y1X7E9	
A0A1Y1XEZ9	
A0A1Y1XJE3	
A0A1Y2B4U6	
A0A1Y2B7P0	
A0A1Y2B7Q6	
A0A1Y2B841	
A0A1Y2C7G2	
A0A1Y2MQX9	
A0A1Y4VN27	
A0A1Y5I8J3	
A0A1Y6G5S7	
A0A1Y6KZD7	
A0A1Z1FB21	
A0A1Z4KM43	
A0A1Z5K0F7	
A0A1Z5K902	
A0A202E3M1	
A0A202E8U4	
A0A202E8X2	
A0A202F9C2	
A0A210PB47	
A0A210PBL9	
A0A212JE28	
A0A212RC41	
A0A220UCS7	
A0A221URF5	
A0A221UXH6	
A0A221UYI0	
A0A221W5G0	
A0A223V3J8	
A0A223V9M4	
A0A223VC37	
A0A225CHB0	
A0A226HXQ0	
A0A229TCZ5	
A0A231VMS5	
A0A231VPA8	
A0A235H5S8	
A0A239DM00	
A0A239H5U4	
A0A239K252	
A0A239SIA2	
A0A239SUM5	
A0A239ZVE0	
A0A239ZVF0	
A0A241QYI3	
A0A243WHH9	
A0A250VSX8	
A0A250VVX7	
A0A251TUM6	
A0A251U5J3	
A0A251U6W9	
A0A251UU41	
A0A251V6L4	
A0A251V707	
A0A251YXT7	
A0A258CZ02	
A0A261F7Z5	
A0A285KP88	
A0A285KQW7	
A0A286FGN6	
A0A286GW46	
A0A286RKT9	
A0A286TCN9	
A0A291H1D0	
A0A291N3Z5	
A0A292ZCP7	
A0A2A2KBN0	
A0A2A2SBW4	
A0A2A3YP73	
A0A2A4B474	
A0A2A9CUF8	
A0A2B7WRE4	
A0A2B8BG10	
A0A2D0NDK7	
A0A2D2AY89	
A0A2D2B3S0	
A0A2D2DUM6	
A0A2D3UXS1	
A0A2G1VR34	
A0A2G9CER2	
A0A2G9G566	
A0A2G9G8Q0	
A0A2G9GC01	
A0A2G9GDC0	
A0A2G9GY56	
A0A2G9H6P8	
A0A2G9H9S8	
A0A2G9HDU7	
A0A2G9HKR5	
A0A2G9HL06	
A0A2G9HNS9	
A0A2G9HQG4	
A0A2G9HT21	
A0A2G9I6R1	
A0A2H3SRM2	
A0A2H5XEQ3	
A0A2J7N5H3	
A0A2K3USJ5	
A0A2K4WP98	
A0A2K4ZCX0	
A0A2K8PE05	
A0A2K8T1F4	
A0A2K8Z1E2	
A0A2K9DXT4	
A0A2K9E069	
A0A2K9E3N0	
A0A2K9E3P3	
A0A2K9E5U5	
A0A2K9E9X3	
A0A2K9EIF0	
A0A2K9EIF1	
A0A2K9ELN6	
A0A2K9ELS0	
A0A2K9EQH8	
A0A2K9ERV9	
A0A2K9ETC3	
A0A2K9NN36	
A0A2L1UGQ1	
A0A2M7ARU4	
A0A2M7TV76	
A0A2M8RCL0	
A0A2M9VAG9	
A0A2N0UXW7	
A0A2N0UZE4	
A0A2N3HWQ5	
A0A2N3IBS3	
A0A2N3MZL9	
A0A2N3N1Q4	
A0A2N3NKN4	
A0A2N5CUS7	
A0A2N5D2E7	
A0A2N5HFD6	
A0A2N5HMF2	
A0A2N5N359	
A0A2N5N6I1	
A0A2N5N8G8	
A0A2N5N8U3	
A0A2N5NVD5	
A0A2N5P2W5	
A0A2N5P965	
A0A2N6KMN0	
A0A2N9B039	
A0A2N9B4F0	
A0A2N9BJR5	
A0A2N9BJT0	
A0A2N9BJT9	
A0A2N9BJU3	
A0A2N9BLT2	
A0A2N9L991	
A0A2N9LVW9	
A0A2P2E730	
A0A2P4UL87	
A0A2P4X700	
A0A2P4XIS0	
A0A2P4XTA4	
A0A2P6PIY8	
A0A2P6PIZ6	
A0A2P6PL54	
A0A2P6PL65	
A0A2P6PL72	
A0A2P6PL89	
A0A2P6Q152	
A0A2P6QKK9	
A0A2P6QKL9	
A0A2P7S1D1	
A0A2P7YL61	
A0A2P8C645	
A0A2P8CCQ9	
A0A2P8GCC8	
A0A2P8GLX5	
A0A2P8GUY8	
